ville,lien,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ailhon (07200),/management/ville/ailhon/ville-07002,10.1,10.4,11.2,11.2,10.2,12.3,12.1,11.8,12.7,13.7,13.3,13.8,13.5
Aillant-sur-Milleron (45230),/management/ville/aillant-sur-milleron/ville-45002,8.6,8.8,9.5,8.5,7.7,10.3,10.8,10.8,12.2,13.2,12.9,13.2,12.8
Aillas (33124),/management/ville/aillas/ville-33002,9.0,9.0,8.8,7.8,6.9,8.4,8.8,8.8,9.4,9.9,9.8,10.2,9.7
Ailleux (42130),/management/ville/ailleux/ville-42002,8.3,8.4,8.6,7.6,6.9,9.4,9.0,8.7,9.3,10.0,9.8,10.3,9.8
Aillevans (70110),/management/ville/aillevans/ville-70005,9.4,9.5,10.8,9.4,8.3,11.6,11.2,10.2,11.2,12.5,12.2,12.3,11.3
Ailleville (10200),/management/ville/ailleville/ville-10002,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
Aillevillers-et-Lyaumont (70320),/management/ville/aillevillers-et-lyaumont/ville-70006,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Aillianville (52700),/management/ville/aillianville/ville-52003,7.1,6.8,7.4,6.2,5.5,8.1,7.2,6.8,7.2,7.9,7.4,7.6,7.2
Aillières-Beauvoir (72600),/management/ville/aillieres-beauvoir/ville-72002,7.0,7.4,7.9,7.0,6.3,8.8,8.8,8.4,9.0,10.1,9.9,10.4,9.9
Aillon-le-Jeune (73340),/management/ville/aillon-le-jeune/ville-73004,6.1,5.9,5.6,4.9,4.3,6.6,6.7,5.9,6.3,6.6,6.5,6.7,6.3
Aillon-le-Vieux (73340),/management/ville/aillon-le-vieux/ville-73005,6.1,5.9,5.6,4.9,4.3,6.6,6.7,5.9,6.3,6.6,6.5,6.7,6.3
Ailloncourt (70300),/management/ville/ailloncourt/ville-70007,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Ailly (27600),/management/ville/ailly/ville-27005,8.5,8.3,9.1,8.6,7.6,10.3,10.3,10.2,11.3,11.8,11.3,11.5,10.9
Ailly-le-Haut-Clocher (80690),/management/ville/ailly-le-haut-clocher/ville-80009,9.7,9.5,10.5,9.2,8.9,11.0,10.5,10.2,11.3,12.2,11.6,11.9,11.8
Ailly-sur-Noye (80250),/management/ville/ailly-sur-noye/ville-80010,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Ailly-sur-Somme (80470),/management/ville/ailly-sur-somme/ville-80011,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Aimargues (30470),/management/ville/aimargues/ville-30006,12.1,11.9,12.4,11.6,10.3,11.9,12.1,11.9,12.7,13.9,13.8,14.2,13.3
Aime-la-Plagne (73210),/management/ville/aime-la-plagne/ville-73006,6.8,6.6,6.7,6.4,5.4,7.8,7.8,7.2,7.7,8.1,8.3,8.2,7.5
Ainay-le-Château (03360),/management/ville/ainay-le-chateau/ville-03003,9.2,9.0,9.2,8.4,7.7,10.1,10.0,10.0,11.1,11.5,12.0,12.5,11.8
Ainay-le-Vieil (18200),/management/ville/ainay-le-vieil/ville-18002,9.1,9.3,9.6,8.2,7.9,9.5,10.2,10.1,10.9,11.5,11.0,11.9,11.4
Aincille (64220),/management/ville/aincille/ville-64011,7.6,7.6,7.3,7.0,6.3,8.0,7.9,7.9,8.7,9.2,8.8,9.2,8.7
Aincourt (95510),/management/ville/aincourt/ville-95008,9.3,8.9,9.2,8.8,7.9,9.7,9.8,9.6,10.6,11.2,11.3,11.6,11.2
Aincreville (55110),/management/ville/aincreville/ville-55004,8.3,8.9,9.9,9.1,8.4,10.6,10.2,10.3,11.1,11.9,11.2,11.3,10.6
Aingeray (54460),/management/ville/aingeray/ville-54007,7.4,7.6,8.1,7.2,6.5,8.1,8.4,8.2,8.9,9.6,9.2,9.7,9.3
Aingeville (88140),/management/ville/aingeville/ville-88003,8.2,8.2,7.9,7.1,6.4,8.4,8.8,8.8,9.7,10.7,10.1,10.3,9.5
Aingoulaincourt (52230),/management/ville/aingoulaincourt/ville-52004,9.8,9.9,10.3,9.0,8.4,11.2,10.2,9.6,10.9,12.4,11.8,12.1,11.2
Ainharp (64130),/management/ville/ainharp/ville-64012,6.5,6.1,6.5,5.9,6.1,7.6,6.9,6.7,7.2,7.4,7.3,7.1,6.8
Ainhice-Mongelos (64220),/management/ville/ainhice-mongelos/ville-64013,7.6,7.6,7.3,7.0,6.3,8.0,7.9,7.9,8.7,9.2,8.8,9.2,8.7
Ainhoa (64250),/management/ville/ainhoa/ville-64014,7.6,7.6,7.3,7.0,6.3,8.0,7.9,7.9,8.7,9.2,8.8,9.2,8.7
Ainvelle (70800),/management/ville/ainvelle/ville-70008,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Airaines (80270),/management/ville/airaines/ville-80013,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Aire (08190),/management/ville/aire/ville-08004,8.5,9.0,9.4,8.1,7.3,9.4,9.1,9.0,9.9,11.0,10.8,10.9,10.5
Aire-sur-l'Adour (40800),/management/ville/aire-sur-l-adour/ville-40001,6.2,6.3,6.4,5.8,5.1,6.4,6.6,6.9,7.5,7.8,7.8,8.3,8.0
Aire-sur-la-Lys (62120),/management/ville/aire-sur-la-lys/ville-62014,10.0,11.0,12.2,10.5,10.0,11.4,11.2,11.3,12.3,12.8,12.3,12.7,11.7
Airel (50680),/management/ville/airel/ville-50004,5.5,5.8,6.1,5.8,5.0,6.8,6.6,6.6,6.9,7.6,7.2,7.6,7.5
Airion (60600),/management/ville/airion/ville-60008,9.6,9.7,9.5,8.8,7.7,9.4,9.7,9.7,10.3,11.0,10.9,11.2,10.7
Airon-Notre-Dame (62180),/management/ville/airon-notre-dame/ville-62015,7.2,7.2,7.7,6.8,6.7,8.5,8.3,8.4,9.4,10.0,9.8,10.1,9.4
Airon-Saint-Vaast (62180),/management/ville/airon-saint-vaast/ville-62016,7.2,7.2,7.7,6.8,6.7,8.5,8.3,8.4,9.4,10.0,9.8,10.1,9.4
Airoux (11320),/management/ville/airoux/ville-11002,8.8,8.8,8.9,8.2,7.2,8.8,8.9,8.8,9.5,10.2,10.2,10.4,9.8
Airvault (79600),/management/ville/airvault/ville-79005,7.1,6.8,7.5,6.2,5.9,7.8,7.6,7.3,8.1,8.6,8.4,8.7,8.4
Aiserey (21110),/management/ville/aiserey/ville-21005,7.0,7.0,7.0,6.5,5.7,7.3,7.5,7.2,7.8,8.8,8.3,8.8,8.4
Aisey-et-Richecourt (70500),/management/ville/aisey-et-richecourt/ville-70009,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Aisey-sur-Seine (21400),/management/ville/aisey-sur-seine/ville-21006,6.1,6.5,7.5,6.4,6.0,7.9,8.6,8.3,9.1,10.0,9.4,9.8,9.9
Aisonville-et-Bernoville (02110),/management/ville/aisonville-et-bernoville/ville-02006,11.7,12.2,12.8,11.7,11.2,14.2,14.0,14.2,14.8,15.3,15.1,15.3,14.7
Aïssey (25360),/management/ville/aissey/ville-25009,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
Aisy-sous-Thil (21390),/management/ville/aisy-sous-thil/ville-21007,6.6,6.5,6.8,6.5,5.6,7.6,7.5,7.1,7.7,8.4,8.1,8.8,8.7
Aisy-sur-Armançon (89390),/management/ville/aisy-sur-armancon/ville-89004,7.4,7.5,7.8,7.0,6.3,8.6,8.5,8.3,9.0,9.6,9.2,9.6,9.2
Aiti (20244),/management/ville/aiti/ville-2B003,9.4,9.7,10.1,9.3,8.1,8.7,9.1,9.4,9.6,10.6,11.2,12.1,11.1
Aiton (73220),/management/ville/aiton/ville-73007,6.8,6.6,6.4,5.9,5.4,7.4,7.7,7.2,7.5,8.0,7.9,8.3,7.8
Aix (19200),/management/ville/aix/ville-19002,7.1,6.9,6.5,6.2,5.5,7.7,7.2,6.9,7.6,7.7,7.4,7.5,7.0
Aix-en-Ergny (62650),/management/ville/aix-en-ergny/ville-62017,7.2,7.2,7.7,6.8,6.7,8.5,8.3,8.4,9.4,10.0,9.8,10.1,9.4
Aix-en-Issart (62170),/management/ville/aix-en-issart/ville-62018,7.2,7.2,7.7,6.8,6.7,8.5,8.3,8.4,9.4,10.0,9.8,10.1,9.4
Aix-en-Provence (13080),/management/ville/aix-en-provence/ville-13001,9.0,9.0,9.0,8.4,7.2,8.6,8.7,8.7,9.1,9.6,9.4,9.7,9.1
Aix-la-Fayette (63980),/management/ville/aix-la-fayette/ville-63002,7.7,7.5,8.0,7.5,7.2,9.0,8.4,8.4,9.0,8.8,8.8,9.4,8.9
Aix-les-Bains (73100),/management/ville/aix-les-bains/ville-73008,6.8,6.6,6.4,5.9,5.4,7.4,7.7,7.2,7.5,8.0,7.9,8.3,7.8
Aix-Noulette (62160),/management/ville/aix-noulette/ville-62019,14.5,14.7,15.7,14.2,13.2,15.8,15.3,15.0,16.1,17.2,16.5,16.5,15.5
Aix-Villemaur-Pâlis (10160),/management/ville/aix-villemaur-palis/ville-10003,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
Aixe-sur-Vienne (87700),/management/ville/aixe-sur-vienne/ville-87001,6.8,7.0,7.4,6.9,6.3,8.2,8.4,8.5,9.2,9.8,9.5,10.0,9.6
Aizac (07530),/management/ville/aizac/ville-07003,10.1,10.4,11.2,11.2,10.2,12.3,12.1,11.8,12.7,13.7,13.3,13.8,13.5
Aizanville (52120),/management/ville/aizanville/ville-52005,7.1,6.8,7.4,6.2,5.5,8.1,7.2,6.8,7.2,7.9,7.4,7.6,7.2
Aize (36150),/management/ville/aize/ville-36002,7.5,7.9,8.2,6.6,5.9,7.8,8.0,7.7,8.6,9.3,9.4,9.7,9.6
Aizecourt-le-Bas (80240),/management/ville/aizecourt-le-bas/ville-80014,7.9,8.4,9.7,8.4,7.7,10.1,10.1,9.5,11.1,12.1,11.4,11.8,11.1
Aizecourt-le-Haut (80200),/management/ville/aizecourt-le-haut/ville-80015,7.9,8.4,9.7,8.4,7.7,10.1,10.1,9.5,11.1,12.1,11.4,11.8,11.1
Aizelles (02820),/management/ville/aizelles/ville-02007,9.2,9.5,9.7,9.0,8.6,10.5,11.2,11.3,12.4,13.3,12.4,12.8,12.5
Aizenay (85190),/management/ville/aizenay/ville-85003,6.0,6.2,6.5,5.6,5.3,8.0,7.5,7.0,7.6,8.5,8.4,8.8,8.2
Aizier (27500),/management/ville/aizier/ville-27006,9.2,9.2,9.2,8.2,7.3,9.5,9.6,9.4,10.0,10.9,10.6,10.8,10.5
Aizy-Jouy (02370),/management/ville/aizy-jouy/ville-02008,10.7,10.6,11.3,10.1,9.2,11.7,11.8,12.0,13.3,13.9,13.6,13.5,13.2
Ajac (11300),/management/ville/ajac/ville-11003,9.5,9.5,9.9,9.5,8.7,10.2,10.6,10.9,12.8,13.3,13.2,13.6,11.9
Ajaccio (20000),/management/ville/ajaccio/ville-2A004,8.6,8.3,7.8,7.2,6.8,7.3,8.0,8.3,8.8,9.1,8.6,9.1,8.6
Ajain (23380),/management/ville/ajain/ville-23002,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
Ajat (24210),/management/ville/ajat/ville-24004,7.4,7.6,7.7,7.1,6.5,8.2,8.4,8.7,9.7,10.1,10.0,10.5,9.9
Ajoncourt (57590),/management/ville/ajoncourt/ville-57009,7.4,7.6,8.1,7.2,6.5,8.1,8.4,8.2,8.9,9.6,9.2,9.7,9.3
Ajoux (07000),/management/ville/ajoux/ville-07004,8.4,8.5,8.3,7.6,7.1,8.7,8.7,8.5,9.5,10.2,9.7,10.2,9.9
Alaigne (11240),/management/ville/alaigne/ville-11004,9.5,9.5,9.9,9.5,8.7,10.2,10.6,10.9,12.8,13.3,13.2,13.6,11.9
Alaincourt (02240),/management/ville/alaincourt/ville-02009,11.7,12.2,12.8,11.7,11.2,14.2,14.0,14.2,14.8,15.3,15.1,15.3,14.7
Alaincourt-la-Côte (57590),/management/ville/alaincourt-la-cote/ville-57010,7.4,7.7,8.1,7.5,6.7,9.3,9.2,8.9,9.6,10.5,10.2,10.3,9.7
Alairac (11290),/management/ville/alairac/ville-11005,9.1,9.1,9.2,8.8,8.4,10.4,11.2,11.2,11.9,13.1,12.8,13.1,12.4
Alan (31420),/management/ville/alan/ville-31005,8.8,8.8,8.9,8.2,7.2,8.8,8.9,8.8,9.5,10.2,10.2,10.4,9.8
Alando (20212),/management/ville/alando/ville-2B005,8.0,8.6,8.0,7.3,5.7,6.7,7.4,7.5,8.7,9.1,8.2,9.2,9.7
Alata (20167),/management/ville/alata/ville-2A006,8.6,8.3,7.8,7.2,6.8,7.3,8.0,8.3,8.8,9.1,8.6,9.1,8.6
Alba-la-Romaine (07400),/management/ville/alba-la-romaine/ville-07005,9.1,9.5,9.9,9.9,8.8,10.3,10.4,10.0,11.1,11.8,11.8,12.4,11.8
Alban (81250),/management/ville/alban/ville-81003,7.7,7.8,8.4,8.3,7.5,9.3,9.6,9.7,10.4,10.9,10.6,10.9,10.3
Albaret-le-Comtal (48310),/management/ville/albaret-le-comtal/ville-48001,4.8,5.1,5.1,4.6,3.8,4.9,4.8,5.1,5.5,6.2,5.8,6.4,6.3
Albaret-Sainte-Marie (48200),/management/ville/albaret-sainte-marie/ville-48002,4.8,5.1,5.1,4.6,3.8,4.9,4.8,5.1,5.5,6.2,5.8,6.4,6.3
Albas (11360),/management/ville/albas/ville-11006,11.9,12.0,12.6,11.6,10.7,12.8,13.3,13.1,14.1,15.4,15.6,15.8,14.7
Albé (67220),/management/ville/albe/ville-67003,5.8,6.4,6.5,5.5,5.5,7.3,7.3,7.1,7.3,7.9,7.6,7.9,7.6
Albefeuille-Lagarde (82290),/management/ville/albefeuille-lagarde/ville-82001,8.5,8.7,9.2,9.0,8.0,9.5,9.9,9.7,10.6,11.6,11.2,12.0,11.7
Albepierre-Bredons (15300),/management/ville/albepierre-bredons/ville-15025,5.6,5.4,5.8,5.5,4.9,5.8,5.5,5.5,6.2,6.8,6.3,6.1,5.4
Albert (80300),/management/ville/albert/ville-80016,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Albertacce (20224),/management/ville/albertacce/ville-2B007,8.0,8.6,8.0,7.3,5.7,6.7,7.4,7.5,8.7,9.1,8.2,9.2,9.7
Albertville (73200),/management/ville/albertville/ville-73011,6.8,6.6,6.7,6.4,5.4,7.8,7.8,7.2,7.7,8.1,8.3,8.2,7.5
Albestroff (57670),/management/ville/albestroff/ville-57011,11.5,12.2,12.7,10.8,9.3,12.8,12.6,11.8,12.3,13.8,13.4,13.5,12.7
Albi (81000),/management/ville/albi/ville-81004,7.7,7.8,8.4,8.3,7.5,9.3,9.6,9.7,10.4,10.9,10.6,10.9,10.3
Albiac (31460),/management/ville/albiac/ville-31006,8.8,8.8,8.9,8.2,7.2,8.8,8.9,8.8,9.5,10.2,10.2,10.4,9.8
Albias (82350),/management/ville/albias/ville-82002,8.5,8.7,9.2,9.0,8.0,9.5,9.9,9.7,10.6,11.6,11.2,12.0,11.7
Albières (11330),/management/ville/albieres/ville-11007,11.9,12.0,12.6,11.6,10.7,12.8,13.3,13.1,14.1,15.4,15.6,15.8,14.7
Albiès (09310),/management/ville/albies/ville-09004,8.4,9.0,9.6,9.0,8.2,10.2,10.3,10.1,11.4,12.4,11.9,12.2,11.8
Albiez-le-Jeune (73300),/management/ville/albiez-le-jeune/ville-73012,5.5,5.4,5.4,5.3,5.1,7.1,6.8,6.4,7.0,7.7,7.6,7.8,7.1
Albiez-Montrond (73300),/management/ville/albiez-montrond/ville-73013,5.5,5.4,5.4,5.3,5.1,7.1,6.8,6.4,7.0,7.7,7.6,7.8,7.1
Albignac (19190),/management/ville/albignac/ville-19003,6.4,6.3,6.5,5.8,5.4,7.3,6.9,7.2,8.3,9.3,8.8,9.1,9.0
Albigny-sur-Saône (69250),/management/ville/albigny-sur-saone/ville-69003,7.8,7.9,7.8,7.2,6.2,8.3,8.4,8.1,8.8,9.3,9.1,9.3,8.8
Albine (81240),/management/ville/albine/ville-81005,9.7,9.8,10.4,9.8,9.1,10.6,10.3,10.4,11.1,11.7,11.6,11.7,11.0
Albitreccia (20128),/management/ville/albitreccia/ville-2A008,8.6,8.3,7.8,7.2,6.8,7.3,8.0,8.3,8.8,9.1,8.6,9.1,8.6
Albon (26140),/management/ville/albon/ville-26002,7.1,7.3,7.5,6.7,6.0,8.2,7.9,7.8,8.3,9.0,8.7,8.8,8.5
Albon-d'Ardèche (07190),/management/ville/albon-d-ardeche/ville-07006,8.4,8.5,8.3,7.6,7.1,8.7,8.7,8.5,9.5,10.2,9.7,10.2,9.9
Alboussière (07440),/management/ville/alboussiere/ville-07007,8.4,8.5,8.3,7.6,7.1,8.7,8.7,8.5,9.5,10.2,9.7,10.2,9.9
Albussac (19380),/management/ville/albussac/ville-19004,4.7,4.8,4.6,4.0,3.8,5.2,5.1,5.1,5.8,6.6,6.4,6.8,6.8
Alby-sur-Chéran (74540),/management/ville/alby-sur-cheran/ville-74002,6.1,5.9,5.6,4.9,4.3,6.6,6.7,5.9,6.3,6.6,6.5,6.7,6.3
Alçay-Alçabéhéty-Sunharette (64470),/management/ville/alcay-alcabehety-sunharette/ville-64015,6.5,6.1,6.5,5.9,6.1,7.6,6.9,6.7,7.2,7.4,7.3,7.1,6.8
Aldudes (64430),/management/ville/aldudes/ville-64016,7.6,7.6,7.3,7.0,6.3,8.0,7.9,7.9,8.7,9.2,8.8,9.2,8.7
Alembon (62850),/management/ville/alembon/ville-62020,13.3,13.3,14.9,13.7,13.2,15.7,15.7,15.2,16.0,16.9,15.6,16.1,15.1
Alençon (61000),/management/ville/alencon/ville-61001,7.4,7.4,7.6,6.9,6.5,8.8,8.0,7.9,8.8,9.4,9.4,9.8,9.3
Alénya (66200),/management/ville/alenya/ville-66002,11.9,11.6,11.6,10.9,10.0,12.1,12.4,12.4,14.1,15.2,15.2,15.9,15.4
Aléria (20270),/management/ville/aleria/ville-2B009,9.7,9.9,9.9,9.5,8.1,8.4,9.6,10.1,10.7,11.6,11.1,11.6,11.5
Alès (30100),/management/ville/ales/ville-30007,13.5,13.4,14.2,13.2,11.8,14.0,13.9,13.9,15.2,16.6,16.4,17.2,16.3
Alet-les-Bains (11580),/management/ville/alet-les-bains/ville-11008,9.5,9.5,9.9,9.5,8.7,10.2,10.6,10.9,12.8,13.3,13.2,13.6,11.9
Alette (62650),/management/ville/alette/ville-62021,7.2,7.2,7.7,6.8,6.7,8.5,8.3,8.4,9.4,10.0,9.8,10.1,9.4
Aleu (09320),/management/ville/aleu/ville-09005,9.0,9.1,9.4,9.3,8.8,10.8,10.6,10.6,11.8,12.8,12.5,12.8,12.1
Alex (74290),/management/ville/alex/ville-74003,6.1,5.9,5.6,4.9,4.3,6.6,6.7,5.9,6.3,6.6,6.5,6.7,6.3
Alexain (53240),/management/ville/alexain/ville-53002,5.1,5.4,5.6,4.8,4.5,6.6,6.3,5.7,6.3,7.1,6.7,7.1,6.6
Aleyrac (26770),/management/ville/aleyrac/ville-26003,9.1,9.5,9.9,9.9,8.8,10.3,10.4,10.0,11.1,11.8,11.8,12.4,11.8
Alfortville (94140),/management/ville/alfortville/ville-94002,9.3,9.3,9.3,8.6,7.1,8.5,8.8,8.9,9.5,10.3,10.5,10.8,10.4
Algajola (20220),/management/ville/algajola/ville-2B010,11.6,12.4,11.6,10.5,9.8,10.9,11.1,10.9,11.9,12.7,12.8,13.2,12.6
Algans (81470),/management/ville/algans/ville-81006,8.8,8.8,8.9,8.2,7.2,8.8,8.9,8.8,9.5,10.2,10.2,10.4,9.8
Algolsheim (68600),/management/ville/algolsheim/ville-68001,5.8,6.4,6.6,6.1,5.6,7.9,7.7,7.3,7.9,8.5,8.1,8.3,8.0
Algrange (57440),/management/ville/algrange/ville-57012,7.8,8.2,8.8,7.9,6.9,9.7,9.1,8.8,9.5,10.5,10.1,10.3,9.5
Alièze (39270),/management/ville/alieze/ville-39007,5.5,5.7,6.0,5.2,5.0,6.8,6.7,5.9,6.1,6.7,6.4,6.8,6.6
Alignan-du-Vent (34290),/management/ville/alignan-du-vent/ville-34009,11.4,11.5,11.6,11.2,10.7,13.1,13.3,13.2,14.4,15.2,15.1,15.0,14.5
Alincourt (08310),/management/ville/alincourt/ville-08005,8.5,9.0,9.4,8.1,7.3,9.4,9.1,9.0,9.9,11.0,10.8,10.9,10.5
Alincthun (62142),/management/ville/alincthun/ville-62022,11.9,11.8,13.1,11.7,11.1,12.8,12.6,13.1,13.9,14.8,13.8,14.2,13.5
Alise-Sainte-Reine (21150),/management/ville/alise-sainte-reine/ville-21008,6.6,6.5,6.8,6.5,5.6,7.6,7.5,7.1,7.7,8.4,8.1,8.8,8.7
Alissas (07210),/management/ville/alissas/ville-07008,8.4,8.5,8.3,7.6,7.1,8.7,8.7,8.5,9.5,10.2,9.7,10.2,9.9
Alix (69380),/management/ville/alix/ville-69004,5.9,5.8,5.7,5.3,4.7,6.7,6.3,6.0,6.5,7.1,6.8,7.1,6.8
Alixan (26300),/management/ville/alixan/ville-26004,8.4,8.5,8.3,7.6,7.1,8.7,8.7,8.5,9.5,10.2,9.7,10.2,9.9
Alizay (27460),/management/ville/alizay/ville-27008,9.2,9.2,9.2,8.2,7.3,9.5,9.6,9.4,10.0,10.9,10.6,10.8,10.5
Allain (54170),/management/ville/allain/ville-54008,7.4,7.6,8.1,7.2,6.5,8.1,8.4,8.2,8.9,9.6,9.2,9.7,9.3
Allaines (80200),/management/ville/allaines/ville-80017,7.9,8.4,9.7,8.4,7.7,10.1,10.1,9.5,11.1,12.1,11.4,11.8,11.1
Allaines-Mervilliers (28310),/management/ville/allaines-mervilliers/ville-28002,6.2,6.3,6.4,5.9,5.3,7.2,7.5,7.2,7.9,8.6,8.7,9.1,8.7
Allainville (28500),/management/ville/allainville/ville-28003,10.5,10.3,10.5,10.0,8.6,11.0,11.5,11.3,11.8,12.5,12.3,12.5,12.1
Allaire (56350),/management/ville/allaire/ville-56001,7.1,7.5,7.4,7.0,6.0,8.7,7.9,7.3,8.7,9.7,9.4,9.8,8.9
Allamont (54800),/management/ville/allamont/ville-54009,7.4,7.7,8.1,7.5,6.7,9.3,9.2,8.9,9.6,10.5,10.2,10.3,9.7
Allamps (54112),/management/ville/allamps/ville-54010,7.4,7.6,8.1,7.2,6.5,8.1,8.4,8.2,8.9,9.6,9.2,9.7,9.3
Allan (26780),/management/ville/allan/ville-26005,9.1,9.5,9.9,9.9,8.8,10.3,10.4,10.0,11.1,11.8,11.8,12.4,11.8
Allanche (15160),/management/ville/allanche/ville-15001,5.6,5.4,5.8,5.5,4.9,5.8,5.5,5.5,6.2,6.8,6.3,6.1,5.4
Alland'Huy-et-Sausseuil (08130),/management/ville/alland-huy-et-sausseuil/ville-08006,8.5,9.0,9.4,8.1,7.3,9.4,9.1,9.0,9.9,11.0,10.8,10.9,10.5
Allarmont (88110),/management/ville/allarmont/ville-88005,10.0,11.4,12.1,10.6,10.1,13.4,12.4,12.2,13.4,14.5,14.4,14.4,13.6
Allas-Bocage (17150),/management/ville/allas-bocage/ville-17005,8.0,8.1,8.5,7.3,6.4,7.9,8.4,8.3,9.1,9.6,9.0,9.8,9.7
Allas-Champagne (17500),/management/ville/allas-champagne/ville-17006,8.0,8.1,8.5,7.3,6.4,7.9,8.4,8.3,9.1,9.6,9.0,9.8,9.7
Allas-les-Mines (24220),/management/ville/allas-les-mines/ville-24006,8.6,8.5,8.5,8.2,7.2,9.1,9.3,9.2,10.2,10.4,10.6,10.9,10.9
Allassac (19240),/management/ville/allassac/ville-19005,6.4,6.3,6.5,5.8,5.4,7.3,6.9,7.2,8.3,9.3,8.8,9.1,9.0
Allauch (13190),/management/ville/allauch/ville-13002,11.4,11.4,12.0,11.5,10.1,11.5,11.9,12.1,12.4,12.9,12.5,12.8,12.1
Allègre (43270),/management/ville/allegre/ville-43003,6.8,6.6,7.1,6.6,5.8,6.9,7.0,6.8,7.5,8.4,8.4,8.5,8.4
Allègre-les-Fumades (30500),/management/ville/allegre-les-fumades/ville-30008,13.5,13.4,14.2,13.2,11.8,14.0,13.9,13.9,15.2,16.6,16.4,17.2,16.3
Alleins (13980),/management/ville/alleins/ville-13003,10.3,10.0,10.3,9.8,9.0,10.9,11.1,11.3,11.6,12.3,11.9,12.3,11.6
Allemagne-en-Provence (04500),/management/ville/allemagne-en-provence/ville-04004,9.7,10.1,10.0,9.5,8.7,10.6,10.7,10.7,11.8,12.6,12.2,12.4,12.1
Allemanche-Launay-et-Soyer (51260),/management/ville/allemanche-launay-et-soyer/ville-51004,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
Allemans (24600),/management/ville/allemans/ville-24007,7.4,7.6,7.7,7.1,6.5,8.2,8.4,8.7,9.7,10.1,10.0,10.5,9.9
Allemans-du-Dropt (47800),/management/ville/allemans-du-dropt/ville-47005,8.3,7.9,8.3,7.2,6.9,8.8,9.0,8.8,9.4,10.1,9.7,10.0,10.0
Allemant (02320),/management/ville/allemant/ville-02010,10.7,10.6,11.3,10.1,9.2,11.7,11.8,12.0,13.3,13.9,13.6,13.5,13.2
Allemond (38114),/management/ville/allemond/ville-38005,7.4,7.3,7.2,6.6,5.9,7.9,7.5,7.3,7.6,8.1,7.9,8.4,8.0
Allenay (80130),/management/ville/allenay/ville-80018,8.1,8.3,8.1,7.3,7.1,11.1,9.7,9.1,9.9,10.8,10.2,10.4,10.4
Allenc (48190),/management/ville/allenc/ville-48003,4.8,5.1,5.1,4.6,3.8,4.9,4.8,5.1,5.5,6.2,5.8,6.4,6.3
Allenjoie (25490),/management/ville/allenjoie/ville-25011,9.4,9.5,10.8,9.4,8.3,11.6,11.2,10.2,11.2,12.5,12.2,12.3,11.3
Allennes-les-Marais (59251),/management/ville/allennes-les-marais/ville-59005,9.8,10.1,10.5,9.5,8.6,10.1,10.5,10.2,10.7,11.3,11.0,11.1,10.4
Allerey (21230),/management/ville/allerey/ville-21009,7.0,7.0,7.0,6.5,5.7,7.3,7.5,7.2,7.8,8.8,8.3,8.8,8.4
Allerey-sur-Saône (71350),/management/ville/allerey-sur-saone/ville-71003,7.6,7.4,7.7,6.9,6.2,8.2,8.5,8.3,9.1,9.5,9.0,9.4,9.2
Allériot (71380),/management/ville/alleriot/ville-71004,7.6,7.4,7.7,6.9,6.2,8.2,8.5,8.3,9.1,9.5,9.0,9.4,9.2
Allery (80270),/management/ville/allery/ville-80019,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Alles-sur-Dordogne (24480),/management/ville/alles-sur-dordogne/ville-24005,8.6,8.5,8.5,8.2,7.2,9.1,9.3,9.2,10.2,10.4,10.6,10.9,10.9
Alleuze (15100),/management/ville/alleuze/ville-15002,5.6,5.4,5.8,5.5,4.9,5.8,5.5,5.5,6.2,6.8,6.3,6.1,5.4
Allevard (38580),/management/ville/allevard/ville-38006,7.4,7.3,7.2,6.6,5.9,7.9,7.5,7.3,7.6,8.1,7.9,8.4,8.0
Allèves (74540),/management/ville/alleves/ville-74004,6.1,5.9,5.6,4.9,4.3,6.6,6.7,5.9,6.3,6.6,6.5,6.7,6.3
